0.000000 	 0.000000 	 10.000000 	 15.000000
10.000000 	 0.000000 	 10.000000 	 15.000000
20.000000 	 0.000000 	 10.000000 	 14.903082
30.000000 	 0.000000 	 10.000000 	 14.808043
40.000000 	 0.000000 	 10.000000 	 14.714848
50.000000 	 0.000000 	 10.000000 	 14.623457
60.000000 	 0.000000 	 10.000000 	 14.533838
70.000000 	 0.000000 	 10.000000 	 14.445957
80.000000 	 0.000000 	 10.000000 	 14.359778
90.000000 	 0.000000 	 10.000000 	 14.275270
100.000000 	 0.000000 	 10.000000 	 14.192401
110.000000 	 0.000000 	 10.000000 	 14.111138
120.000000 	 0.000000 	 10.000000 	 14.031450
130.000000 	 0.000000 	 10.000000 	 13.953307
140.000000 	 0.000000 	 10.000000 	 13.876678
150.000000 	 0.000000 	 10.000000 	 13.801536
160.000000 	 0.000000 	 10.000000 	 13.727849
170.000000 	 0.000000 	 10.000000 	 13.655590
180.000000 	 0.000000 	 10.000000 	 13.584732
190.000000 	 0.000000 	 10.000000 	 13.515247
200.000000 	 0.000000 	 10.000000 	 13.447109
210.000000 	 0.000000 	 10.000000 	 13.380293
220.000000 	 0.000000 	 10.000000 	 13.314771
230.000000 	 0.000000 	 10.000000 	 13.250519
240.000000 	 0.000000 	 10.000000 	 13.187512
250.000000 	 0.000000 	 10.000000 	 13.125728
260.000000 	 0.000000 	 10.000000 	 13.065140
270.000000 	 0.000000 	 10.000000 	 13.005728
280.000000 	 0.000000 	 10.000000 	 12.947467
290.000000 	 0.000000 	 10.000000 	 12.890335
300.000000 	 0.000000 	 10.000000 	 12.834311
310.000000 	 0.000000 	 10.000000 	 12.779371
320.000000 	 0.000000 	 10.000000 	 12.725497
330.000000 	 0.000000 	 10.000000 	 12.672668
340.000000 	 0.000000 	 10.000000 	 12.620862
350.000000 	 0.000000 	 10.000000 	 12.570061
360.000000 	 0.000000 	 10.000000 	 12.520244
370.000000 	 0.000000 	 10.000000 	 12.471393
380.000000 	 0.000000 	 10.000000 	 12.423489
390.000000 	 0.000000 	 10.000000 	 12.376513
400.000000 	 0.000000 	 10.000000 	 12.330447
410.000000 	 0.000000 	 10.000000 	 12.285275
420.000000 	 0.000000 	 10.000000 	 12.240978
